player_name,nationality,type,teams,year,sponsored_by,sold_price
Iqbal Abdullah,,All-Rounder,Royal Challengers Bangalore,2016,VIVO,1000000
Sachin Baby,,Batsman,Royal Challengers Bangalore,2016,VIVO,1000000
Vikas Tokas,,Bowler,Royal Challengers Bangalore,2016,VIVO,1000000
Yuvraj Singh,,All-Rounder,Sunrisers Hyderabad,2016,VIVO,70000000
Ashish Nehra,,Bowler,Sunrisers Hyderabad,2016,VIVO,55000000
Deepak Hooda,,All-Rounder,Sunrisers Hyderabad,2016,VIVO,42000000
Mustafizur Rahman,,Bowler,Sunrisers Hyderabad,2016,VIVO,14000000
Aditya Tare,,Wicket Keeper,Sunrisers Hyderabad,2016,VIVO,12000000
Barinder Singh Sran,,Bowler,Sunrisers Hyderabad,2016,VIVO,12000000
Ben Cutting,,All-Rounder,Sunrisers Hyderabad,2016,VIVO,5000000
Vijay Shankar,,All-Rounder,Sunrisers Hyderabad,2016,VIVO,3500000
Abhimanyu Mithun,,Bowler,Sunrisers Hyderabad,2016,VIVO,3000000
Tirumalasetti Suman,,Batsman,Sunrisers Hyderabad,2016,VIVO,1000000
Michael Hussey,,Batsman,Chennai Super Kings,2015,PEPSI,15000000
Irfan Pathan,,All-Rounder,Chennai Super Kings,2015,PEPSI,15000000
Rahul Sharma,,Bowler,Chennai Super Kings,2015,PEPSI,3000000
Kyle Abbott,,Bowler,Chennai Super Kings,2015,PEPSI,3000000
Andrew Tye,,Bowler,Chennai Super Kings,2015,PEPSI,2000000
Pratyush Singh,,All-Rounder,Chennai Super Kings,2015,PEPSI,1000000
Ankush Bains,,Wicket Keeper,Chennai Super Kings,2015,PEPSI,1000000
Eklavya Dwivedi,,Wicket Keeper,Chennai Super Kings,2015,PEPSI,1000000
Yuvraj Singh,,Batsman,Delhi Daredevils,2015,PEPSI,160000000
Angelo Mathews,,All-Rounder,Delhi Daredevils,2015,PEPSI,75000000
Zaheer Khan,,Bowler,Delhi Daredevils,2015,PEPSI,40000000
Amit Mishra,,Bowler,Delhi Daredevils,2015,PEPSI,35000000
Shreyas Iyer,,Batsman,Delhi Daredevils,2015,PEPSI,26000000
Gurinder Sandhu,,Bowler,Delhi Daredevils,2015,PEPSI,17000000
Jaydev Unadkat,,Bowler,Delhi Daredevils,2015,PEPSI,11000000
Domnic Joseph Muthuswamy,,Bowler,Delhi Daredevils,2015,PEPSI,7500000
Albie Morkel,,All-Rounder,Delhi Daredevils,2015,PEPSI,3000000
Travis Head,,Batsman,Delhi Daredevils,2015,PEPSI,3000000
Marcus Stoinis,,All-Rounder,Delhi Daredevils,2015,PEPSI,2500000
C.M. Gautam,,Wicket Keeper,Delhi Daredevils,2015,PEPSI,2000000
Kona Srikar Bharat,,Wicket Keeper,Delhi Daredevils,2015,PEPSI,1000000
K.K. Jiyaz,,Bowler,Delhi Daredevils,2015,PEPSI,1000000
Murali Vijay,,Batsman,Kings XI Punjab,2015,PEPSI,30000000
Nikhil Shankar Naik,,Wicket Keeper,Kings XI Punjab,2015,PEPSI,3000000
Yogesh Gowalkar,,All-Rounder,Kings XI Punjab,2015,PEPSI,1000000
K.C. Cariappa,,Bowler,Kolkata Knight Riders,2015,PEPSI,24000000
James Neesham,,All-Rounder,Kolkata Knight Riders,2015,PEPSI,5000000
Brad Hogg,,Bowler,Kolkata Knight Riders,2015,PEPSI,5000000
Aditya Garhwal,,All-Rounder,Kolkata Knight Riders,2015,PEPSI,2500000
Sheldon Jackson,,Batsman,Kolkata Knight Riders,2015,PEPSI,1500000
Sumit Narwal,,All-Rounder,Kolkata Knight Riders,2015,PEPSI,1000000
Vaibhav Rawal,,All-Rounder,Kolkata Knight Riders,2015,PEPSI,1000000
Aaron Finch,,Batsman,Mumbai Indians,2015,PEPSI,32000000
Pragyan Ojha,,Bowler,Mumbai Indians,2015,PEPSI,5000000
Abhimanyu Mithun,,Bowler,Mumbai Indians,2015,PEPSI,3000000
Mitchell McClenaghan,,Bowler,Mumbai Indians,2015,PEPSI,3000000
Aiden Blizzard,,Batsman,Mumbai Indians,2015,PEPSI,3000000
Hardik Pandya,,All-Rounder,Mumbai Indians,2015,PEPSI,1000000
Akshay Wakhare,,Bowler,Mumbai Indians,2015,PEPSI,1000000
Nitish Rana,,All-Rounder,Mumbai Indians,2015,PEPSI,1000000
Siddhesh Dinesh Lad,,All-Rounder,Mumbai Indians,2015,PEPSI,1000000
J. Suchitch,,All-Rounder,Mumbai Indians,2015,PEPSI,1000000
Christopher Morris,,All-Rounder,Rajasthan Royals,2015,PEPSI,14000000
Juan Theron,,Bowler,Rajasthan Royals,2015,PEPSI,3000000
Barinder Singh Saran,,Bowler,Rajasthan Royals,2015,PEPSI,1000000
Dinesh Salunkhe,,All-Rounder,Rajasthan Royals,2015,PEPSI,1000000
Sagar Trivedi,,All-Rounder,Rajasthan Royals,2015,PEPSI,1000000
Pardeep Sahu,,All-Rounder,Rajasthan Royals,2015,PEPSI,1000000
Dinesh Karthik,,Wicket Keeper,Royal Challengers Bangalore,2015,PEPSI,105000000
Darren Sammy,,All-Rounder,Royal Challengers Bangalore,2015,PEPSI,28000000
David Wiese,,All-Rounder,Royal Challengers Bangalore,2015,PEPSI,28000000
Sean Abbott,,Bowler,Royal Challengers Bangalore,2015,PEPSI,10000000
Adam Milne,,Bowler,Royal Challengers Bangalore,2015,PEPSI,7000000
Sarfaraz Naushad Khan,,Batsman,Royal Challengers Bangalore,2015,PEPSI,5000000
Subramaniam Badrinath,,Batsman,Royal Challengers Bangalore,2015,PEPSI,3000000
Jalaj Saxena,,All-Rounder,Royal Challengers Bangalore,2015,PEPSI,1000000
Shishir Bhavane,,Batsman,Royal Challengers Bangalore,2015,PEPSI,1000000
Trent Boult,,Bowler,Sunrisers Hyderabad,2015,PEPSI,38000000
Praveen Kumar,,Bowler,Sunrisers Hyderabad,2015,PEPSI,22000000
Kevin Pietersen,,Batsman,Sunrisers Hyderabad,2015,PEPSI,20000000
Eoin Morgan,,Batsman,Sunrisers Hyderabad,2015,PEPSI,15000000
Ravi Bopara,,All-Rounder,Sunrisers Hyderabad,2015,PEPSI,10000000
Kane Williamson,,All-Rounder,Sunrisers Hyderabad,2015,PEPSI,6000000
Laxmi Ratan Shukla,,All-Rounder,Sunrisers Hyderabad,2015,PEPSI,3000000
Prasanth Padmanabhan,,All-Rounder,Sunrisers Hyderabad,2015,PEPSI,1000000
Hanuma Vihari,,Batsman,Sunrisers Hyderabad,2015,PEPSI,1000000
Siddarth Kaul,,Bowler,Sunrisers Hyderabad,2015,PEPSI,1000000
Faf Du Plessis,,Batsman,Chennai Super Kings,2014,PEPSI,47500000
Dwayne Smith,,Batsman,Chennai Super Kings,2014,PEPSI,45000000
Brendon McCullum,,Wicket Keeper,Chennai Super Kings,2014,PEPSI,32500000
Ashish Nehra,,Bowler,Chennai Super Kings,2014,PEPSI,20000000
Mohit Sharma,,Bowler,Chennai Super Kings,2014,PEPSI,20000000
Ishwar Chandra Pandey,,Bowler,Chennai Super Kings,2014,PEPSI,15000000
Ben Hilfenhaus,,Bowler,Chennai Super Kings,2014,PEPSI,10000000
John Hastings,,All-Rounder,Chennai Super Kings,2014,PEPSI,5000000
Samuel Badree,,Bowler,Chennai Super Kings,2014,PEPSI,3000000
Matt Henry,,Bowler,Chennai Super Kings,2014,PEPSI,3000000
Mithun Manhas,,All-Rounder,Chennai Super Kings,2014,PEPSI,3000000
Vijay Shankar,,All-Rounder,Chennai Super Kings,2014,PEPSI,1000000
Ronit More,,Bowler,Chennai Super Kings,2014,PEPSI,1000000
Baba Aparajith,,Batsman,Chennai Super Kings,2014,PEPSI,1000000
Pawan Negi,,Bowler,Chennai Super Kings,2014,PEPSI,1000000
Dinesh Karthik,,Wicket Keeper,Delhi Daredevils,2014,PEPSI,125000000
Kevin Pietersen,,Batsman,Delhi Daredevils,2014,PEPSI,90000000
Murali Vijay,,Batsman,Delhi Daredevils,2014,PEPSI,50000000
Mohammad Shami,,Bowler,Delhi Daredevils,2014,PEPSI,42500000
Nathan Coulter-Nile,,Bowler,Delhi Daredevils,2014,PEPSI,42500000
Quinton De Kock,,Wicket Keeper,Delhi Daredevils,2014,PEPSI,35000000
Manoj Tiwary,,Batsman,Delhi Daredevils,2014,PEPSI,28000000
Jaydev Unadkat,,Bowler,Delhi Daredevils,2014,PEPSI,28000000
Jean-Paul Duminy,,Batsman,Delhi Daredevils,2014,PEPSI,22000000
Ross Taylor,,Batsman,Delhi Daredevils,2014,PEPSI,20000000
Kedar Jadhav,,Batsman,Delhi Daredevils,2014,PEPSI,20000000
Rahul Sharma,,Bowler,Delhi Daredevils,2014,PEPSI,19000000
Mayank Agarwal,,Batsman,Delhi Daredevils,2014,PEPSI,16000000
Laxmi Ratan Shukla,,All-Rounder,Delhi Daredevils,2014,PEPSI,15000000
James Neesham,,All-Rounder,Delhi Daredevils,2014,PEPSI,10000000
Wayne Parnell,,Bowler,Delhi Daredevils,2014,PEPSI,10000000
Shahbaz Nadeem,,Bowler,Delhi Daredevils,2014,PEPSI,8500000
Saurabh Tiwary,,Batsman,Delhi Daredevils,2014,PEPSI,7000000
Siddarth Kaul,,Bowler,Delhi Daredevils,2014,PEPSI,4500000
Rahul Shukla,,Bowler,Delhi Daredevils,2014,PEPSI,4000000
Jayant Yadav,,All-Rounder,Delhi Daredevils,2014,PEPSI,1000000
HS Sharath,,Bowler,Delhi Daredevils,2014,PEPSI,1000000
Milind Kumar,,Batsman,Delhi Daredevils,2014,PEPSI,1000000
Mitchell Johnson,,All-Rounder,Kings XI Punjab,2014,PEPSI,65000000
Glenn Maxwell,,All-Rounder,Kings XI Punjab,2014,PEPSI,60000000
George Bailey,,Batsman,Kings XI Punjab,2014,PEPSI,32500000
Virender Sehwag,,Batsman,Kings XI Punjab,2014,PEPSI,32000000
Rishi Dhawan,,All-Rounder,Kings XI Punjab,2014,PEPSI,30000000
Wriddhiman Saha,,Wicket Keeper,Kings XI Punjab,2014,PEPSI,22000000
Shaun Marsh,,Batsman,Kings XI Punjab,2014,PEPSI,22000000
Cheteshwar Pujara,,Batsman,Kings XI Punjab,2014,PEPSI,19000000
Beuran Hendricks,,Bowler,Kings XI Punjab,2014,PEPSI,18000000
Lakshmipathy Balaji,,Bowler,Kings XI Punjab,2014,PEPSI,18000000
Thisara Perera,,All-Rounder,Kings XI Punjab,2014,PEPSI,16000000
Gurkirat Singh Mann,,Batsman,Kings XI Punjab,2014,PEPSI,13000000
Murali Kartik,,Bowler,Kings XI Punjab,2014,PEPSI,10000000
Sandeep Sharma,,Bowler,Kings XI Punjab,2014,PEPSI,8500000
Mandeep Hardev Singh,,All-Rounder,Kings XI Punjab,2014,PEPSI,8000000
Akshar Rajesh Patel,,All-Rounder,Kings XI Punjab,2014,PEPSI,7500000
Parvinder Awana,,Bowler,Kings XI Punjab,2014,PEPSI,6500000
Shardul Narendra Thakur,,Bowler,Kings XI Punjab,2014,PEPSI,2000000
Anureet Singh,,Bowler,Kings XI Punjab,2014,PEPSI,2000000
Shivam Sharma,,Bowler,Kings XI Punjab,2014,PEPSI,1000000
Karanveer Singh,,All-Rounder,Kings XI Punjab,2014,PEPSI,1000000
Jacques Kallis,,All-Rounder,Kolkata Knight Riders,2014,PEPSI,55000000
Robin Uthappa,,Batsman,Kolkata Knight Riders,2014,PEPSI,50000000
Piyush Chawla,,Bowler,Kolkata Knight Riders,2014,PEPSI,42500000
Yusuf Pathan,,All-Rounder,Kolkata Knight Riders,2014,PEPSI,32500000
Shakib Al Hasan,,All-Rounder,Kolkata Knight Riders,2014,PEPSI,28000000
Morne Morkel,,Bowler,Kolkata Knight Riders,2014,PEPSI,28000000
Ranganath Vinay Kumar,,Bowler,Kolkata Knight Riders,2014,PEPSI,28000000
Umesh Yadav,,Bowler,Kolkata Knight Riders,2014,PEPSI,26000000
Manish Pandey,,Batsman,Kolkata Knight Riders,2014,PEPSI,17000000
Chris Lynn,,Batsman,Kolkata Knight Riders,2014,PEPSI,13000000
Patrick Cummins,,Bowler,Kolkata Knight Riders,2014,PEPSI,10000000
Ryan Ten Doeschate,,All-Rounder,Kolkata Knight Riders,2014,PEPSI,10000000
Suryakumar Yadav,,Batsman,Kolkata Knight Riders,2014,PEPSI,7000000
Andre Russell,,All-Rounder,Kolkata Knight Riders,2014,PEPSI,6000000
Manvinder Bisla,,Wicket Keeper,Kolkata Knight Riders,2014,PEPSI,6000000
Veer Pratap Singh,,Bowler,Kolkata Knight Riders,2014,PEPSI,4000000
Kuldeep Singh Yadav,,Bowler,Kolkata Knight Riders,2014,PEPSI,4000000
Debabrata Das,,Wicket Keeper,Kolkata Knight Riders,2014,PEPSI,2000000
Sayan Sekhar Mandal,,All-Rounder,Kolkata Knight Riders,2014,PEPSI,1000000
Michael Hussey,,Batsman,Mumbai Indians,2014,PEPSI,50000000
Corey Anderson,,All-Rounder,Mumbai Indians,2014,PEPSI,45000000
Pragyan Ojha,,Bowler,Mumbai Indians,2014,PEPSI,32500000
Zaheer Khan,,Bowler,Mumbai Indians,2014,PEPSI,26000000
Aditya Tare,,Wicket Keeper,Mumbai Indians,2014,PEPSI,16000000
Jasprit Bumrah,,Bowler,Mumbai Indians,2014,PEPSI,12000000
Jalaj Saxena,,All-Rounder,Mumbai Indians,2014,PEPSI,9000000
Josh Hazlewood,,Bowler,Mumbai Indians,2014,PEPSI,5000000
Marchant De Lange,,Bowler,Mumbai Indians,2014,PEPSI,3000000
Krismar Santokie,,Bowler,Mumbai Indians,2014,PEPSI,3000000
Ben Dunk,,Wicket Keeper,Mumbai Indians,2014,PEPSI,2000000
C.M. Gautam,,Wicket Keeper,Mumbai Indians,2014,PEPSI,2000000
Apoorv Vijay Wankhade,,Batsman,Mumbai Indians,2014,PEPSI,1000000
Pawan Suyal,,Bowler,Mumbai Indians,2014,PEPSI,1000000
Sushant Marathe,,Wicket Keeper,Mumbai Indians,2014,PEPSI,1000000
Shreyas Gopal,,Bowler,Mumbai Indians,2014,PEPSI,1000000
Steven Smith,,All-Rounder,Rajasthan Royals,2014,PEPSI,40000000
Brad Hodge,,Batsman,Rajasthan Royals,2014,PEPSI,24000000
Rajat Bhatia,,All-Rounder,Rajasthan Royals,2014,PEPSI,17000000
Tim Southee,,Bowler,Rajasthan Royals,2014,PEPSI,12000000
Dhawal Kulkarni,,Bowler,Rajasthan Royals,2014,PEPSI,11000000
Abhishek Nayar,,All-Rounder,Rajasthan Royals,2014,PEPSI,10000000
Kane Richardson,,Bowler,Rajasthan Royals,2014,PEPSI,10000000
Ben Cutting,,Bowler,Rajasthan Royals,2014,PEPSI,8000000
Karun Nair,,Batsman,Rajasthan Royals,2014,PEPSI,7500000
Unmukt Chand,,Batsman,Rajasthan Royals,2014,PEPSI,6500000
Iqbal Abdullah,,All-Rounder,Rajasthan Royals,2014,PEPSI,6500000
Deepak Hooda,,Bowler,Rajasthan Royals,2014,PEPSI,4000000
Dishant Yagnik,,Wicket Keeper,Rajasthan Royals,2014,PEPSI,3000000
Kevon Cooper,,All-Rounder,Rajasthan Royals,2014,PEPSI,3000000
Vikramjeet Malik,,Bowler,Rajasthan Royals,2014,PEPSI,2000000
Ankit Nagendra Sharma,,Bowler,Rajasthan Royals,2014,PEPSI,1000000
Rahul Tewatia,,All-Rounder,Rajasthan Royals,2014,PEPSI,1000000
Ankush Bains,,Wicket Keeper,Rajasthan Royals,2014,PEPSI,1000000
Amit Mishra,,Bowler,Rajasthan Royals,2014,PEPSI,1000000
Pravin Tambe,,Bowler,Rajasthan Royals,2014,PEPSI,1000000
Yuvraj Singh,,All-Rounder,Royal Challengers Bangalore,2014,PEPSI,140000000
Mitchell Starc,,Bowler,Royal Challengers Bangalore,2014,PEPSI,50000000
Albie Morkel,,All-Rounder,Royal Challengers Bangalore,2014,PEPSI,24000000
Varun Aaron,,Bowler,Royal Challengers Bangalore,2014,PEPSI,20000000
Ashok Dinda,,Bowler,Royal Challengers Bangalore,2014,PEPSI,15000000
Parthiv Patel,,Wicket Keeper,Royal Challengers Bangalore,2014,PEPSI,14000000
Muttiah Muralitharan,,Bowler,Royal Challengers Bangalore,2014,PEPSI,10000000
Ravi Rampaul,,Bowler,Royal Challengers Bangalore,2014,PEPSI,9000000
Nic Maddinson,,Batsman,Royal Challengers Bangalore,2014,PEPSI,5000000
Harshal Patel,,Bowler,Royal Challengers Bangalore,2014,PEPSI,4000000
Vijay Zol,,Batsman,Royal Challengers Bangalore,2014,PEPSI,3000000
Abu Nechim Ahmed,,Bowler,Royal Challengers Bangalore,2014,PEPSI,3000000
Sachin Rana,,Bowler,Royal Challengers Bangalore,2014,PEPSI,2000000
Shadab Jakati,,Bowler,Royal Challengers Bangalore,2014,PEPSI,2000000
Sandeep Warrier,,Bowler,Royal Challengers Bangalore,2014,PEPSI,1000000
Tanmay Mishra,,Batsman,Royal Challengers Bangalore,2014,PEPSI,1000000
Yogesh Takawale,,Wicket Keeper,Royal Challengers Bangalore,2014,PEPSI,1000000
Yuzvendra Singh Chahal,,Bowler,Royal Challengers Bangalore,2014,PEPSI,1000000
David Warner,,Batsman,Sunrisers Hyderabad,2014,PEPSI,55000000
Amit Mishra,,Bowler,Sunrisers Hyderabad,2014,PEPSI,47500000
Bhuvneshwar Kumar,,Bowler,Sunrisers Hyderabad,2014,PEPSI,42500000
Aaron Finch,,Batsman,Sunrisers Hyderabad,2014,PEPSI,40000000
Karn Sharma,,Bowler,Sunrisers Hyderabad,2014,PEPSI,37500000
Darren Sammy,,All-Rounder,Sunrisers Hyderabad,2014,PEPSI,35000000
Ishant Sharma,,Bowler,Sunrisers Hyderabad,2014,PEPSI,26000000
Irfan Pathan,,All-Rounder,Sunrisers Hyderabad,2014,PEPSI,24000000
Moises Henriques,,All-Rounder,Sunrisers Hyderabad,2014,PEPSI,10000000
KL Rahul,,Batsman,Sunrisers Hyderabad,2014,PEPSI,10000000
Parveez Rasool,,All-Rounder,Sunrisers Hyderabad,2014,PEPSI,9500000
Jason Holder,,Bowler,Sunrisers Hyderabad,2014,PEPSI,7500000
Venugopal Rao,,Batsman,Sunrisers Hyderabad,2014,PEPSI,5500000
Naman Ojha,,Wicket Keeper,Sunrisers Hyderabad,2014,PEPSI,5000000
Brendan Taylor,,Wicket Keeper,Sunrisers Hyderabad,2014,PEPSI,3000000
Prasanth Parameswaran,,Bowler,Sunrisers Hyderabad,2014,PEPSI,3000000
Amit Paunikar,,Wicket Keeper,Sunrisers Hyderabad,2014,PEPSI,2000000
Ashish Reddy,,Bowler,Sunrisers Hyderabad,2014,PEPSI,2000000
Srikkanth Anirudha,,Batsman,Sunrisers Hyderabad,2014,PEPSI,2000000
Ricky Bhui,,Batsman,Sunrisers Hyderabad,2014,PEPSI,1000000
Chama Milind,,Bowler,Sunrisers Hyderabad,2014,PEPSI,1000000
Manprit Juneja,,Batsman,Sunrisers Hyderabad,2014,PEPSI,1000000
Christopher Morris,,All-Rounder,Chennai Super Kings,2013,PEPSI,46875000
Dirk Nannes,,Bowler,Chennai Super Kings,2013,PEPSI,45000000
Ben Laughlin,,Bowler,Chennai Super Kings,2013,PEPSI,1500000
Akila Dananjaya,,All-Rounder,Chennai Super Kings,2013,PEPSI,1500000
Jason Holder,,Bowler,Chennai Super Kings,2013,PEPSI,1500000
Jeevan Mendis,,All-Rounder,Delhi Daredevils,2013,PEPSI,3750000
Manpreet Gony,,Bowler,Kings XI Punjab,2013,PEPSI,37500000
Luke Pomersbach,,Batsman,Kings XI Punjab,2013,PEPSI,22500000
Sachithra Senanayaka,,All-Rounder,Kolkata Knight Riders,2013,PEPSI,46875000
Ryan McLaren,,Bowler,Kolkata Knight Riders,2013,PEPSI,3750000
Glenn Maxwell,,All-Rounder,Mumbai Indians,2013,PEPSI,75000000
Nathan Coulter-Nile,,Bowler,Mumbai Indians,2013,PEPSI,33750000
Ricky Ponting,,Batsman,Mumbai Indians,2013,PEPSI,30000000
Philip Hughes,,Batsman,Mumbai Indians,2013,PEPSI,7500000
Jacob Oram,,All-Rounder,Mumbai Indians,2013,PEPSI,3750000
Ajantha Mendis,,Bowler,Pune Warriors India,2013,PEPSI,54375000
Kane Richardson,,Bowler,Pune Warriors India,2013,PEPSI,52500000
Abhishek Nayar,,All-Rounder,Pune Warriors India,2013,PEPSI,50625000
Michael Clarke,,Batsman,Pune Warriors India,2013,PEPSI,30000000
James Faulkner,,All-Rounder,Rajasthan Royals,2013,PEPSI,30000000
Fidel Edwards,,Bowler,Rajasthan Royals,2013,PEPSI,15750000
Kusal Janith Perera,,Wicket Keeper,Rajasthan Royals,2013,PEPSI,1500000
Jaydev Unadkat,,Bowler,Royal Challengers Bangalore,2013,PEPSI,39375000
Rudra Pratap Singh,,Bowler,Royal Challengers Bangalore,2013,PEPSI,30000000
Moises Henriques,,All-Rounder,Royal Challengers Bangalore,2013,PEPSI,22500000
Ravi Rampaul,,Bowler,Royal Challengers Bangalore,2013,PEPSI,21750000
Pankaj Singh,,Bowler,Royal Challengers Bangalore,2013,PEPSI,11250000
Daniel Christian,,All-Rounder,Royal Challengers Bangalore,2013,PEPSI,7500000
Christopher Barnwell,,All-Rounder,Royal Challengers Bangalore,2013,PEPSI,3750000
Thisara Perera,,All-Rounder,Sunrisers Hyderabad,2013,PEPSI,50625000
Darren Sammy,,All-Rounder,Sunrisers Hyderabad,2013,PEPSI,31875000
Sudeep Tyagi,,Bowler,Sunrisers Hyderabad,2013,PEPSI,7500000
Clinton McKay,,Bowler,Sunrisers Hyderabad,2013,PEPSI,7500000
Nathan McCullum,,Bowler,Sunrisers Hyderabad,2013,PEPSI,7500000
Quinton De Kock,,Wicket Keeper,Sunrisers Hyderabad,2013,PEPSI,1500000
